
 PEER Ground Motion Database, Time Series Search Report -- NGA-West2 -- 2024-01-25


 -- Summary of PEER Ground Motion Database Search Criteria --
Magnitude Min:, -1.0e-06
Magnitude Max:, 99999
Rrup Min (km):, -1.0e-06
Rrup Max (km):, 99999
Rjb Min (km):, -1.0e-06
Rjb Max (km):, 99999
Vs30 Min (m/sec):, -1.0e-06
Vs30 Max (m/sec):, 99999
D9-95 Min (sec):, -1.0e-06
D9-95 Max (sec):, 99999
Scale Factor Min:, -1.0e-06
Scale Factor Max:, 99999
Period Array:, 
Weight Array:, 
Record Sequence Number:, 6
Earthquake Name:, 
Station Name:, 
User-Defined Maximum Number of Records:, 
Pulse:, 1
Damping Ratio:, 0.05
Scaling Method:, No Scaling
Suite Average:, Arithmetic
Single-Period-Scaling Period (sec):, 
Component:, RotD50
Fault Type:, All Types


 -- Summary of Metadata of Selected Records --
Result ID, Spectral Ordinate, Record Sequence Number, Mean Squared Error, Scale Factor, Tp-Pulse Period (sec), 5-75% Duration (sec), 5-95% Duration (sec), Arias Intensity (m/sec), Earthquake Name, Year, Station Name, Magnitude, Mechanism, Rjb (km), Rrup (km), Vs30 (m/sec), Lowest Useable Frequency (Hz), Initial-search Scale Factor, Horizontal-1 Acc. Filename, Horizontal-2 Acc. Filename, Vertical Acc. Filename
1, RotD50, 6, -, 1.0, -, 17.7, 24.2, 1.6, "Imperial Valley-02", 1940, "El Centro Array #9", 6.95, strike slip, 6.09, 6.09, 213.44, 0.25, 1.0, RSN6_IMPVALL.I_I-ELC180.AT2, RSN6_IMPVALL.I_I-ELC270.AT2 , RSN6_IMPVALL.I_I-ELC-UP.AT2  

 These records were obtained from the NGA-West2 On-Line Ground-Motion Database Tool
 These records are UNSCALED, AS RECORDED
 Filename Extension: 
   ,AT2 = Acceleration
   ,VT2 = Velocity
   ,DT2 = Displacement
 The users of the NGA-West2 databases, flatfiles, models and reports are requested to acknowledge the Pacific Earthquake Engineering Research Center (PEER) in their work and publications.

 -- Scaled Spectra used in Search & Scaling --
Period (sec),Arithmetic Mean pSa (g),Arithmetic Mean + Sigma pSa (g),Arithmetic Mean - Sigma pSa (g),RSN-6 RotD50 pSa (g)
0.133,0.8078151,0.3916247,0.35
0.14,0.7421414,0.3566705,0.324
0.15,0.6490248,0.4043041,0.315
0.16,0.5537445,0.4423018,0.273
0.17,0.7679414,0.395922,0.224
0.18,0.7255563,0.4690148,0.213
0.19,0.6464255,0.503484,0.214
0.2,0.6249086,0.5121339,0.226
0.22,0.6910931,0.5808585,0.258
0.24,0.7918026,0.4774656,0.257
0.25,0.8129572,0.5404351,0.274
0.26,0.8003548,0.4935613,0.291
0.28,0.7195173,0.4207981,0.264
0.29,0.6801521,0.4125221,0.236
0.3,0.651731,0.4326212,0.213
0.32,0.6672057,0.4539415,0.19
0.34,0.5924855,0.3987679,0.198
0.35,0.5908319,0.4201553,0.2
0.36,0.6594111,0.4475716,0.198
0.38,0.6754949,0.4845847,0.187
0.4,0.6120297,0.571211,0.186
0.42,0.5693891,0.5050506,0.176
0.44,0.7364107,0.4904124,0.148
0.45,0.8089415,0.492062,0.132
0.46,0.8387655,0.4910142,0.126
0.48,0.7868146,0.4804482,0.118
0.5,0.7376253,0.5175062,0.135
0.55,0.7345428,0.5566164,0.173
0.6,0.5392782,0.5719004,0.174
0.65,0.4909773,0.4516414,0.149
0.667,0.5055289,0.4217544,0.135
0.7,0.5563492,0.4303173,0.107
0.75,0.4369805,0.4336465,0.0895
0.8,0.5055798,0.4367309,0.0882
0.85,0.5636786,0.3404033,0.084
0.9,0.4934897,0.3426742,0.0807
0.95,0.499505,0.2871428,0.0784
1.0,0.4698208,0.2785575,0.061
1.1,0.3752064,0.2678662,0.0473
1.2,0.3289086,0.3451333,0.0542
1.3,0.2713536,0.2909978,0.0577
1.4,0.1959887,0.2103836,0.0405
1.5,0.1595482,0.1902803,0.0454
1.6,0.1642607,0.1858917,0.0414
1.7,0.1808029,0.1825787,0.0464
1.8,0.1936434,0.1815567,0.0456
1.9,0.1993262,0.2004985,0.0388
2.0,0.1975384,0.2276775,0.0391
2.2,0.1929871,0.17823,0.0307
2.4,0.1705116,0.1355279,0.0269
2.5,0.154897,0.12237,0.0302
2.6,0.1390646,0.1194088,0.0318
2.8,0.1257269,0.1131581,0.0279
3.0,0.1044559,0.108098,0.0278
3.2,0.07917733,0.09402144,0.0235
3.4,0.06693842,0.08226632,0.021
3.5,0.0622342,0.07822532,0.02
3.6,0.05766828,0.07432817,0.0189
3.8,0.04918168,0.06690589,0.0188
4.0,0.04173692,0.06013742,0.0177
4.2,0.03536598,0.05411707,0.0168
4.4,0.02999279,0.04861961,0.0158
4.6,0.02550612,0.04637348,0.0133
4.8,0.02178089,0.04982929,0.0119
5.0,0.01870108,0.05693576,0.0106
5.5,0.01451015,0.05427442,0.00783
6.0,0.01193646,0.04510888,0.00635
6.5,0.01028977,0.03526952,0.00477
7.0,0.00799019,0.03160993,0.00345
7.5,0.00670824,0.02689282,0.00288
8.0,0.00569521,0.02315697,0.00248
8.5,0.00488627,0.01927218,0.00215
9.0,0.00423226,0.01566278,0.00188
9.5,0.0036976,0.0125106,0.00166
10.0,0.003256,0.00985598,0.00147
11.0,0.00264622,0.00847724,0.00117
12.0,0.00223141,0.00641583,0.000957
13.0,0.00190663,0.00523435,0.000795
14.0,0.00164763,0.00452134,0.000671
15.0,0.00143786,0.00397763,0.000573
20.0,0.00081328,0.00230688,0.000302
